,0
2025-09-14,1.4573606990695431
2025-09-15,1.455028947854961
2025-09-16,1.449205910654799
2025-09-17,1.44674975568132
2025-09-18,1.4316445505260997
2025-09-19,1.4363625944669973
2025-09-20,1.4340644918986325
2025-09-21,1.4340644918986325
2025-09-22,1.4317699437864007
2025-09-23,1.4220340169839258
2025-09-24,1.4164294778178286
2025-09-25,1.361299190757201
2025-09-26,1.3914990583455502
2025-09-27,1.3891354917139214
2025-09-28,1.3891354917139214
2025-09-29,1.3869127806967505
2025-09-30,1.3874007596775466
2025-10-01,1.4452823036113827
2025-10-02,1.4487499732139892
2025-10-03,1.4634595325722086
2025-10-04,1.4611180712074705
2025-10-05,1.4611180712074705
2025-10-06,1.4587807892783133
2025-10-07,1.4826201878364151
2025-10-08,1.4760746118577213
2025-10-09,1.4885498206149512
2025-10-10,1.461684706700318
2025-10-11,1.436171410287487
2025-10-12,1.436171410287487
2025-10-13,1.433873508856255
2025-10-14,1.4579791586589614
2025-10-15,1.446285050838683
2025-10-16,1.4565743562054094
2025-10-17,1.4431251785115795
2025-10-18,1.440816266059854
2025-10-19,1.440816266059854
2025-10-20,1.4385113228529391
2025-10-21,1.4222154986209843
2025-10-22,1.4044640582249155
2025-10-23,1.4257682971531471
2025-10-24,1.4338327428322455
2025-10-25,1.4315377103318792
2025-10-26,1.4315377103318792
2025-10-27,1.429247236219394
2025-10-28,1.461634223502066
2025-10-29,1.4902179624548098
2025-10-30,1.4755654006840524
2025-10-31,1.5523358898225574
2025-11-01,1.5536811167141942
2025-11-02,1.5536811167141942
2025-11-03,1.5511945258755642
2025-11-04,1.4134572081736971
2025-11-05,1.4566129947765825
2025-11-06,1.4198570614056407
2025-11-07,1.4258846440203523
2025-11-08,1.4236031889928895
2025-11-09,1.4236031889928895
2025-11-10,1.421325381531398
2025-11-11,1.3843798762742452
2025-11-12,1.368180755325104
2025-11-13,1.2877989525282398
2025-11-14,1.286466980714401
2025-11-15,1.2875470731101666
2025-11-16,1.2875470731101666
2025-11-17,1.2854869027972085
2025-11-18,1.291210845630587
2025-11-19,1.3079165985554781
2025-11-20,1.3265762339155442
2025-11-21,1.344595643888259
2025-11-22,1.3421195211061998
2025-11-23,1.3421195211061998
2025-11-24,1.3399721088704402
2025-11-25,1.3551583823678903
2025-11-26,1.3822303613795417
2025-11-27,1.3819978480388158
2025-11-28,1.3797866869127773
2025-11-29,1.3772204901534053
2025-11-30,1.3772204901534053
2025-12-01,1.375016907032654
2025-12-02,1.4072166887491484
2025-12-03,1.3761320664416614
2025-12-04,1.3993382942757349
2025-12-05,1.4289924525909807
2025-12-06,1.4267065756419768
2025-12-07,1.4267065756419768
2025-12-08,1.424423836949503
2025-12-09,1.4763124464320612
2025-12-10,1.5016342718230733
2025-12-11,1.4809060981660525
2025-12-12,1.4401492113883367
2025-12-13,1.4452069363114584
