,Full Alpha Trinity rebuilt,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold
2024-12-16,1.8952775732503426,1.321909924740073,1.1643047911373468,1.34362979176788,1.3434595916983783,1.3606655008712851,1.228371331802345,1.0830619482211468
2024-12-17,1.8928769668111725,1.316463450475835,1.1614242190050101,1.3399744763592905,1.3345435379375723,1.3532779954838536,1.2253323246543966,1.0824089699050128
2024-12-18,1.8770310040674565,1.2772283979598549,1.1371051928948375,1.3100411741804363,1.3049211698088155,1.300733531673845,1.2024395545135962,1.0751894673558984
2024-12-19,1.8786763070943717,1.276836154361004,1.1357215587270832,1.3053487437415838,1.3075482120005901,1.3000397729963282,1.1978495768339448,1.0731222862115868
2024-12-20,1.8865587227358744,1.292172364746995,1.1451226480251857,1.3145416044888003,1.3141057827257057,1.319284676964975,1.2052389660157357,1.0768330198909613
2024-12-23,1.8976036589269836,1.299910039715632,1.1478147416476643,1.3212152496589082,1.3339652323498414,1.3289701270347825,1.2083671552236366,1.0740382286119317
2024-12-24,1.902129760557489,1.3143586263882814,1.15598649138007,1.3295260236383666,1.3433763586894552,1.3468874630878103,1.2152250397965054,1.0765882884437425
2024-12-26,1.9028750240614127,1.3144461976817445,1.1563667113618985,1.3293098676028756,1.3407992584701849,1.3469062501873772,1.2153709598667926,1.078411058333011
2024-12-27,1.8930016664068543,1.3006096626150319,1.1481033992929122,1.3190441137848639,1.327103462554442,1.3298427828154724,1.2074420378265165,1.0735457757256097
2024-12-30,1.8872773730758883,1.285767614195709,1.1420397167088416,1.3112991011636734,1.3265171548918728,1.3113202909245865,1.2024645233046123,1.0749969297381634
2024-12-31,1.8857418835606181,1.2810899265572382,1.1389805298786235,1.31034326609736,1.3227588484921151,1.3055421402006868,1.203073991270303,1.0774265682883197
2025-01-02,1.9025716686746326,1.2779422325838505,1.1373469955405036,1.3150181642612726,1.3320375709914207,1.3017252942844009,1.2056205015262946,1.0854696836209903
2025-01-03,1.9113685986500804,1.293920948271341,1.1454026969589268,1.3262207069403193,1.3482338007003432,1.320832572255128,1.2120216198060065,1.0808721133607226
2025-01-06,1.9279817139552224,1.3013746594475732,1.1488846279216631,1.3344550765805672,1.3573978830103592,1.3298275720447428,1.2135558304783969,1.0773791030608928
2025-01-07,1.915627834201989,1.2866639002935665,1.1394724533594913,1.3243016909830916,1.3362327921172803,1.3120069254316569,1.2080048862066888,1.077891187517818
2025-01-08,1.9164449200209785,1.2885436377334705,1.1409913635045448,1.323560827028121,1.332166642098473,1.314191605121293,1.208615799427065,1.081476419853612
2025-01-10,1.914294252025408,1.2688706857495557,1.1279794401751577,1.3108396806931177,1.3255150959840338,1.2908024428006761,1.1986426314604028,1.0841685026654038
2025-01-13,1.9050496378204655,1.2708382651824393,1.1286042892792845,1.3106315369811259,1.324617160262826,1.2930552585753399,1.2002037934790417,1.0812324366893027
2025-01-14,1.9038476497750976,1.2725867133570274,1.129676592841446,1.313311786008886,1.3189247020596242,1.2950321255859663,1.2020863093125045,1.0808743853429308
2025-01-15,1.915857262469457,1.2957351764283451,1.1459126269790056,1.3302227511407179,1.3415629245639185,1.322080900551952,1.214630133653762,1.0878791005259936
2025-01-16,1.9193390381407167,1.2932432520327466,1.1455832845653628,1.3352062831994451,1.3415428686719846,1.3190425986957626,1.2189345194900782,1.0914563270363513
2025-01-17,1.9266647878873129,1.3062274896729706,1.152478796409351,1.3432990874066078,1.352077772783926,1.3336882729654136,1.2245690341834508,1.090978767414929
2025-01-21,1.9360632831339082,1.3181838812505051,1.1603270511392132,1.3564737411293812,1.3538317878957224,1.347185475117152,1.2344463542940538,1.0948075172521843
2025-01-22,1.9495112714948641,1.3255940098046426,1.1631384978665893,1.3596578645860997,1.359886921873243,1.355459729835628,1.2346732705443935,1.0958276890243588
2025-01-23,1.9473355435569546,1.3328291311216118,1.1661761428293662,1.3635498690077024,1.360802037489942,1.3634759643269705,1.2380537833680068,1.0934991195293398
2025-01-24,1.9397787672224394,1.328938366976488,1.1649017426485415,1.3622660086696088,1.3601389003657336,1.3590679312808096,1.2383793286335152,1.095006607974028
2025-01-27,1.894033715581826,1.3101399097793835,1.1575975971957877,1.3450031070737416,1.356154032453751,1.3379599199119196,1.232945805960549,1.0944759994241349
