Date,signal_crisis_score,signal_regime,return_regime_from_prior_signal,net_return_primary_full,gross_exposure_primary_full,turnover_primary_full
2022-02-01,0.39410757950515285,caution,caution,-0.001104467814276977,0.8,0.0013819224474769243
2022-02-02,0.38182662730607686,caution,caution,-0.000853002998935426,0.8,0.002855142427060031
2022-02-03,0.4118308611519772,caution,caution,-0.002957133824264657,0.8,0.0015113519278807108
2022-02-04,0.40596957147863355,caution,caution,7.066310407277676e-05,0.8,0.0008678489895452834
2022-02-07,0.4099886099703334,caution,caution,0.0024139661569082538,0.8,0.0025078684023823183
2022-02-08,0.39971758333629137,caution,caution,0.0016990349455676679,0.8,0.00047442002876707523
2022-02-09,0.28129615503767724,growth,caution,0.00043215301814814033,0.8,0.0016920925472287962
2022-02-10,0.40423910321924994,caution,caution,-0.0005587038994364635,0.8,0.2019211535771961
2022-02-11,0.48245653067369265,caution,growth,0.00700057384044106,0.6,0.004427925227251772
2022-02-14,0.5047721252950549,caution,caution,0.002420724625346482,0.6,0.0009692591092478886
2022-02-15,0.37283473307654924,caution,caution,-0.004014859564728135,0.6,0.0016867365569444015
2022-02-16,0.37691105197858543,caution,caution,0.0024977083508304077,0.6,0.0036691751449255405
2022-02-17,0.3911555764933992,caution,caution,0.0042134203041162,0.6,0.0039834405238241555
2022-02-18,0.35063292388246164,caution,caution,0.0005976579806650228,0.6,0.0010387696964122006
2022-02-22,0.36444601865839166,caution,caution,0.000742844846771451,0.6,0.0005100678028271965
2022-02-23,0.542732425263048,caution,caution,0.001700960470889079,0.6,0.0010023735177874804
2022-02-24,0.5373828758676842,caution,caution,0.0005062135754552166,0.6,0.004380673130597257
2022-02-25,0.3365319975906183,growth,caution,-0.002501895525947817,0.6,0.0009997584519272351
2022-02-28,0.4656039786303142,caution,caution,0.003571288823394303,0.6,0.0026452733778995485
2022-03-01,0.6051816508125547,caution,growth,0.007764317221604644,0.6,0.0031306017752962823
2022-03-02,0.5361412088284679,caution,caution,-0.0033548352529731984,0.6,0.002891860507304944
2022-03-03,0.5438089957226521,caution,caution,0.002936015320353036,0.6,0.0011755817098509924
2022-03-04,0.49984107209132494,caution,caution,0.007069495656306435,0.6,0.0028306288914141664
2022-03-07,0.6503514986580593,panic,caution,0.006618603624922059,0.6,0.0026500915415104687
2022-03-08,0.612836996403686,caution,caution,0.007432454797153376,0.6,0.2102591755529008
2022-03-09,0.5820802197671582,caution,panic,-0.013825820513093445,0.8,0.006772822105826248
2022-03-10,0.570778745479587,caution,caution,0.003412703935254502,0.8,0.0008582847542199512
2022-03-11,0.5858783790067708,caution,caution,0.0005414916445063422,0.8,0.004654578370870577
2022-03-14,0.4944471991380264,caution,caution,-0.004716002886623993,0.8,0.005276701550934737
2022-03-15,0.3688527925459763,caution,caution,-0.006184010549603491,0.8,0.0062823441349234566
2022-03-16,0.4674770793090815,caution,caution,-0.001715812949599993,0.8,0.005124008393911583
2022-03-17,0.4522655725664855,caution,caution,0.0003223407332904049,0.8,0.0026726415159215033
2022-03-18,0.43878200587501515,caution,caution,-0.00206848218734601,0.8,0.0036227482480440942
2022-03-21,0.43914579698469713,caution,caution,0.004195778468880196,0.8,0.0012266294371865438
2022-03-22,0.4245871097315529,caution,caution,-0.00236740749699349,0.8,0.0024589981753311285
