,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold,Full Alpha Trinity rebuilt,Prediction-only MLP/RF,Crisis-only deterministic,Full Alpha Trinity rebuilt no-cost,Full Alpha Trinity no-leverage
2025-05-30,-0.001118665954230269,0.0003080328769011764,-0.0017418545569117816,-0.009285523691853204,-0.0004890291392389834,0.00021249928678690466,-0.0019295887829992031,-0.0012934672905181577,-0.007308546362601032,-0.0021511668374391,-0.0012285920193472188,-0.0012934672905181577
2025-06-02,0.0056331118040715555,0.0023245182306315115,0.006039890964244954,0.010820639503233975,0.0024612411350082297,0.0022508415354507427,0.006620073268375215,0.00653442117641001,0.012844995797345327,0.006748470268546969,0.006542997398899741,0.00653442117641001
2025-06-03,0.005702485631296383,0.0031313580996825685,0.0033714618270339614,0.006320695227941542,0.0024955973547575727,0.0020907785604560303,-0.0022195891448328897,0.0029643332289031044,0.006071588010085449,0.0027589565866192878,0.002969285835229707,0.0029643332289031044
2025-06-04,-0.0002683402981673577,0.0022166934014802298,0.0016141080605338587,-0.0011152379433465587,-0.00011822254676441268,0.0018992753687907538,0.004961039058344996,0.0017732557686931383,0.004220256399692701,0.0005523188950797842,0.0018335803950613183,0.0017732557686931383
2025-06-05,-0.004832872149647116,-0.003920925471299852,-0.0012251296830680936,-0.004135831017881397,-0.002135638888907332,-0.0008648565138021924,-0.0026006672697935773,-0.002222865235723459,-0.003973804510136736,-0.001362780856221102,-0.0021580967091839875,-0.002222865235723459
2025-06-06,0.010268979858962801,0.004108572919922171,0.006282090834291543,0.006713689604249007,0.004584906351108531,0.0032893731844976237,-0.006863632747460713,0.0060777299034020515,0.008472934942422183,0.005262629324368717,0.0061234973098389656,0.0060777299034020515
2025-06-09,0.0009012828881442836,0.0010340742964343175,0.001617945952199662,0.0020795826767385783,0.0004022453566958628,0.0006596511858654175,0.001588811730014239,8.651978651075254e-05,0.003141689373580059,0.0013572627047220287,0.00014474521736240753,8.651978651075254e-05
2025-06-10,0.005669767615193333,0.004303722009121769,0.004726052079541798,0.002276135210011132,0.0025316916667936784,0.0031604458080087827,0.0016081699724612708,0.002610048915693497,0.007118001874489632,0.0036794709478380483,0.002614024198123177,0.002610048915693497
2025-06-11,-0.0028521190306726174,-0.0003620519653946275,-0.0005877560774502077,-0.004166116351213334,-0.0012828576412201587,6.583609519394962e-05,0.0023150998543244317,-0.0018664126882866894,-0.0037407158921309858,-0.0006873798612510029,-0.0018032625175006256,-0.0018664126882866894
2025-06-12,0.003974329163849877,0.0038545257874669225,0.004328959939374322,0.008406022878455488,0.0017936381808576485,0.0036587244009316233,0.005490203997272625,0.002421158562840642,0.005711561307258695,0.0030346341080109696,0.0024259326343887277,0.002421158562840642
